search_keyword,product_name,product_url,supplier_name,supplier_url,price,phone,city,state,locality,location_ui,rating,image,catid,mcatid,itemid,dispid,brand,capacity,power,ac_type,function_type,isq_attributes,scraped_at
electric iron,"WEGROW Electric Irons, 1000 W, Type: Steam Iron",https://www.indiamart.com/proddetail/electric-irons-2856341880933.html?pos=14&kwd=electric%20iron&tags=rk:A|plc:1|dt:1149|db:23|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:500|ri:T_A_G250_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19960|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:10|v=4|crs=xnh-city|r=4,Gazi Industries,https://www.gaziindustries.in/?pos=14&kwd=electric%20iron&tags=rk:A|plc:1|dt:1149|db:23|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:500|ri:T_A_G250_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19960|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:10|v=4|crs=xnh-city,₹ 500/Piece,,Nagpur,Maharashtra,Central Avenue,Nagpur,4.0,http://5.imimg.com/data5/SELLER/Default/2025/4/501749350/UI/RS/OV/145462374/whatsapp-image-2025-04-09-at-5-10-44-pm-1000x1000.jpeg,126,95308,298017807,2856341880933,WEGROW,,1000 W,Steam Iron,,Soleplate Material=Aluminium; Color=White; Features=Temperature Control; Warranty=2 year warranty; Type=Steam Iron; Power=1000 W; Brand=WEGROW,2026-02-01T11:53:39.996946+00:00
electric iron,Electric Iron Press 750w Magic,https://www.indiamart.com/proddetail/electric-iron-press-750w-magic-2854022020612.html?pos=15&kwd=electric%20iron&tags=rk:A|plc:1|dt:1966|db:40|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:280|ri:T_A_G250_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19960|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:10|v=4|crs=xnh-city|r=4,Ruhi Electricals,https://www.ruhielectricals.com/?pos=15&kwd=electric%20iron&tags=rk:A|plc:1|dt:1966|db:40|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:280|ri:T_A_G250_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19960|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:10|v=4|crs=xnh-city,₹ 280/Piece,,New Delhi,Delhi,,New Delhi,4.3,http://5.imimg.com/data5/SELLER/Default/2024/5/417383591/AU/OG/ZE/106712753/electric-iron-press-750w-magic-1000x1000.jpg,126,27271,274819206,2854022020612,,,,Dry Iron,,Type=Dry Iron; Color=White; Warranty=1 Year; Safety Auto Off=Yes; Temperature Control=Yes; Model Name/Number=Magic425; Body Material=Plastic; Voltage=220-V; Wattage=750 W,2026-02-01T11:53:39.996946+00:00
electric iron,"Electric Iron, 1000 W",https://www.indiamart.com/proddetail/electric-iron-22956537255.html?pos=16&kwd=electric%20iron&tags=rk:A|plc:1|dt:1966|db:40|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:285|ri:T_A_G250_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19960|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:10|v=4|crs=xnh-city|r=4,Powerteck Industries,https://www.indiamart.com/powerteckindustries/?pos=16&kwd=electric%20iron&tags=rk:A|plc:1|dt:1966|db:40|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:285|ri:T_A_G250_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19960|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:10|v=4|crs=xnh-city,₹ 285/Piece,,New Delhi,Delhi,,New Delhi,4.0,http://5.imimg.com/data5/SELLER/Default/2024/1/378464108/UJ/UT/GO/76280684/electric-iron-500x500.png,126,27271,158673850,22956537255,Powerteck,,1000 W,Dry Iron,,Type=Dry Iron; Power(Watt)=750 Watt; Color=White; Warranty=2 Years; Safety Auto Off=Yes; Temperature Control=Yes; Brand=Powerteck; Power=1000 W,2026-02-01T11:53:39.996946+00:00
electric iron,Electric Irons,,AK ELECTRICALS,https://www.indiamart.com/ak-electricals-coimbatore/?pos=17&kwd=electric%20iron&tags=rk:C|plc:1|dt:0|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_C_0_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19960|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:10|v=4|crs=xnh-city,Ask Price,,Coimbatore,Tamil Nadu,,Coimbatore,,http://5.imimg.com/data5/NSDMERP/Default/2025/10/556232729/OT/XH/WN/131843732/131843732-product-1761836652292-1000x1000.png,126,27271,312438711,2857783971330,,,,,,,2026-02-01T11:53:39.996946+00:00
electric iron,Automatic Electric Iron,,Electro Hub,https://www.indiamart.com/electrohubcoimbatore/?pos=18&kwd=electric%20iron&tags=rk:C|plc:1|dt:0|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_C_0_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19960|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:10|v=4|crs=xnh-city,Ask Price,,Coimbatore,Tamil Nadu,Ram Nagar,Coimbatore,4.5,http://5.imimg.com/data5/NSDMERP/Default/2022/12/NB/LN/QQ/58392581/automatic-electric-iron-1670913680486-500x500.jpg,126,27271,226835164,2849223616388,,,,,,,2026-02-01T11:53:39.996946+00:00
electric iron,Electric Iron,,MR. Vimalnath Agencies,https://www.indiamart.com/vimalnathagencies/?pos=19&kwd=electric%20iron&tags=rk:C|plc:1|dt:0|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_C_0_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19960|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:10|v=4|crs=xnh-city,Ask Price,,Coimbatore,Tamil Nadu,Variety Hall Road,Coimbatore,,http://5.imimg.com/data5/NSDMERP/Default/2022/3/CI/WJ/SF/3303341/electric-iron-1646649909406-500x500.jpg,126,27271,180662462,25155398155,,,,,,,2026-02-01T11:53:39.996946+00:00
electric iron,Electric Irons,,Arvee Fans And Appliances Private Limited,https://www.indiamart.com/arvee-marketing/?pos=20&kwd=electric%20iron&tags=rk:C|plc:1|dt:0|db:01|prc:1|dtp:p||sv:VGP|rsf:gd|prv:600|ri:VGP_C_0_P|em:1-|-res:RC3|ktp:N0|stype:attr=1|mtp:G|wc:2|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:19960|com-cf:nl|ptrs:na|mc:27271|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260128|mrd:260123|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:10|v=4|crs=xnh-city,₹ 600/Piece,,Coimbatore,Tamil Nadu,,Coimbatore,4.0,https://4.imimg.com/data4/DN/QU/GLADMIN-1732489/8-250x250.jpg,126,27271,87465953,13173997462,,,,,,,2026-02-01T11:53:39.996946+00:00
Fully Automatic Washing Machine,Smart Wash Capacity(Kg): 325000 Fully Automatic Hospital Washing Machine,https://www.indiamart.com/proddetail/fully-automatic-hospital-washing-machine-2850447207348.html?pos=1&kwd=fully%20automatic%20washing%20machine&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:365000|ri:T_B_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21567|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:6|v=4|crs=xnh-city|r=3,Prabhu Industries,https://www.prabhuwashdry.com/?pos=1&kwd=fully%20automatic%20washing%20machine&tags=rk:B|plc:1|dt:0|db:01|prc:1|dtp:p|pfs:1|sv:T|rsf:gd|prv:365000|ri:T_B_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21567|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:6|v=4|crs=xnh-city,"₹ 3,65,000/Piece",,Coimbatore,Tamil Nadu,Peelamedu,Coimbatore,3.9,http://5.imimg.com/data5/SELLER/Default/2023/3/YG/FR/GB/2267259/fully-automatic-hospital-washing-machine-1000x1000.jpeg,126,22211,239071074,2850447207348,Prabhu,,2 HP,,Fully Automatic,Capacity(Kg)=325000; Loading Type=Front Loading; Function Type=Fully Automatic; Brand=Prabhu; Model Name/Number=Smart Wash; Warranty=2 Years; Power=2 HP; Material=SS 304; Size=25 Kg; Features=High Spin; Maximum Spin Speed=800; Usage/Application=Hospital; Part Type=PCB; Voltage=440; 3D Sensor Wash=Yes; Additional Cycle=Yes; Air Pressure=No; Anti Rat Cover=Yes; Auto Restart Sensor=Yes; Automatic Programme=Yes; Body Type=SS 304; Country of Origin=Made in India,2026-02-01T11:54:11.786854+00:00
Fully Automatic Washing Machine,Voltas Beko Fully Automatic Front Load Washing Machine,https://www.indiamart.com/proddetail/voltas-beko-fully-automatic-front-load-washing-machine-16630532497.html?pos=2&kwd=fully%20automatic%20washing%20machine&tags=rk:highC|plc:1|dt:0|db:01|prc:1|dtp:p||sv:M|rsf:gd|prv:33550|ri:M_highC_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21567|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:6|v=4|crs=xnh-city|r=5,MKS Electronics,https://www.indiamart.com/mks-electronics-coimbatore/?pos=2&kwd=fully%20automatic%20washing%20machine&tags=rk:highC|plc:1|dt:0|db:01|prc:1|dtp:p||sv:M|rsf:gd|prv:33550|ri:M_highC_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21567|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:6|v=4|crs=xnh-city,"₹ 33,550/Piece",,Coimbatore,Tamil Nadu,New Sidhapudur,Coimbatore,5.0,http://5.imimg.com/data5/SELLER/Default/2024/2/382292106/NS/HQ/FS/17233374/washing-machine-repair-and-services-1000x1000.jpg,126,221997,106842218,16630532497,Voltas Beko,7 Kg,,,Fully Automatic Front Load,"Capacity=7 Kg; Model Name/Number=1200085 WFL7012VTAC; Warranty=3 Year Comprehensive Warranty, Additional 9 Years On The Motor; Color=Manhattan Grey; Maximum Spin Speed=1200 rpm; Wash Capacity=7 Kg; Motor Type=Pro SmartTM Inverter Motor; Features=Steam Wash TM; Star Rating=5 Star; Door Type=B13 XL; Dimension=60 x 54 x 84 cm (WxHxD); Automation Grade=Fully Automatic; Brand=Voltas Beko; Loading Type=Front Loading; Function Type=Fully Automatic Front Load",2026-02-01T11:54:11.786854+00:00
Fully Automatic Washing Machine,"Automatic Washing Machine, Capacity: 7 Kg",https://www.indiamart.com/proddetail/automatic-washing-machine-2854410637488.html?pos=3&kwd=fully%20automatic%20washing%20machine&tags=rk:C|plc:1|dt:0|db:01|prc:1|dtp:p||sv:VGP|rsf:gd|prv:19990|ri:VGP_C_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21567|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:6|v=4|crs=xnh-city,Infibazaar,https://www.indiamart.com/infi-bazaar/?pos=3&kwd=fully%20automatic%20washing%20machine&tags=rk:C|plc:1|dt:0|db:01|prc:1|dtp:p||sv:VGP|rsf:gd|prv:19990|ri:VGP_C_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21567|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:6|v=4|crs=xnh-city,"₹ 19,990/Piece",,Coimbatore,Tamil Nadu,,Coimbatore,,http://5.imimg.com/data5/SELLER/Default/2024/7/433061514/NN/JE/ZI/215377250/automatic-washing-machine-1000x1000.jpg,126,22211,278705374,2854410637488,Samsung,7 Kg,,Top Load,Fully Automatic Top Load,Type=Top Load; Function Type=Fully Automatic Top Load; Brand=Samsung; Model Name/Number=WA70A4002GS Top Load with Center Jet 7.0 Kg; Color=grey; Warranty=1 Year; Voltage=220/50; Certification=yes; Display Type=no; Foam Sensor=no; Loading Sensor=no; No. Of Wash Programme=2; Number Of Cycle=6; Over Heating Control=yes; Spin Timer=no; Country of Origin=Made in India; Capacity=7 Kg,2026-02-01T11:54:11.786854+00:00
Fully Automatic Washing Machine,Auto Reverse Washing Machine,,Sri Sruthi Enterprises,https://www.indiamart.com/srisruthi-enterprises/?pos=4&kwd=fully%20automatic%20washing%20machine&tags=rk:B|plc:1|dt:0|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_B_0_P|em:0-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21567|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:6|v=4|crs=xnh-city,Ask Price,,Coimbatore,Tamil Nadu,,Coimbatore,3.6,http://5.imimg.com/data5/NSDMERP/Default/2025/8/538420880/QZ/NC/SE/13589563/13589563-product-1755851272327-1000x1000.png,126,22211,307973144,2857337414655,,,,,,,2026-02-01T11:54:11.786854+00:00
Fully Automatic Washing Machine,Fully Automatic Washing Machine,,Cool Tech Engineers,https://www.indiamart.com/cool-techengineers/?pos=5&kwd=fully%20automatic%20washing%20machine&tags=rk:C|plc:1|dt:0|db:01|prc:1|dtp:p||sv:VGP|rsf:gd|prv:6000|ri:VGP_C_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21567|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:6|v=4|crs=xnh-city,"₹ 6,000/Piece",,Coimbatore,Tamil Nadu,Gandhipuram,Coimbatore,,http://5.imimg.com/data5/NSDMERP/Default/2025/7/530677243/OV/YX/CR/3276446/3276446-product-1753437466744-1000x1000.png,126,22211,304797923,2857019892555,,,,,,,2026-02-01T11:54:11.786854+00:00
Fully Automatic Washing Machine,Automatic Washing Machine,https://www.indiamart.com/proddetail/automatic-washing-machine-2854437257462.html?pos=6&kwd=fully%20automatic%20washing%20machine&tags=rk:A|plc:1|dt:1966|db:40|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:6500|ri:T_A_G250_P|em:0-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21567|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:6|v=4|crs=xnh-city|r=4,Powerteck Industries,https://www.indiamart.com/powerteckindustries/?pos=6&kwd=fully%20automatic%20washing%20machine&tags=rk:A|plc:1|dt:1966|db:40|prc:1|dtp:p|pfs:1|sv:T|rsf:gl|prv:6500|ri:T_A_G250_P|em:0-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21567|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:6|v=4|crs=xnh-city,"₹ 6,500/Piece",,New Delhi,Delhi,,New Delhi,4.0,http://5.imimg.com/data5/SELLER/Default/2024/7/434157938/MW/FW/NE/76280684/whatsapp-image-2024-07-11-at-11-47-02-pm-1-1000x1000.jpeg,126,22211,278971574,2854437257462,POWERTECK,8 kg,80,,Semi Automatic Top Load,Capacity=8 kg; Function Type=Semi Automatic Top Load; Brand=POWERTECK; Warranty=5 Year; Power=80; Maximum Spin Speed=1450; Voltage=240V; Certification=ISO; Display Type=YES; Dry Capacity=YES; Foam Sensor=YES; Number Of Cycle=3; Spin Timer=5,2026-02-01T11:54:11.786854+00:00
Fully Automatic Washing Machine,Washing Machine Fully Automatic,,Arrow Cooling & Heating,https://www.indiamart.com/blizzardworld/?pos=7&kwd=fully%20automatic%20washing%20machine&tags=rk:C|plc:1|dt:0|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_C_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21567|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:6|v=4|crs=xnh-city,Ask Price,,Coimbatore,Tamil Nadu,Karumbukkadai,Coimbatore,,http://3.imimg.com/data3/MK/TX/ANDROID-20511065/product-500x500.jpeg,126,22211,69865795,10129275491,,,,,,,2026-02-01T11:54:11.786854+00:00
Fully Automatic Washing Machine,Automatic Washing Machine,,Karankumar,https://www.indiamart.com/karankumar/?pos=8&kwd=fully%20automatic%20washing%20machine&tags=rk:C|plc:1|dt:0|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_C_0_P|em:0-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21567|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:6|v=4|crs=xnh-city,Ask Price,,Coimbatore,Tamil Nadu,,Coimbatore,,http://5.imimg.com/data5/SELLER/Default/2024/8/447321876/HY/OL/NR/132217714/download-2-result-1000x1000.jpg,126,22211,282286604,2854768760612,,,,,,,2026-02-01T11:54:11.786854+00:00
Fully Automatic Washing Machine,Washing Machine,,Arvind Equipment,https://www.indiamart.com/arvind-equipment/?pos=9&kwd=fully%20automatic%20washing%20machine&tags=rk:C|plc:1|dt:0|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_C_0_P|em:0-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21567|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:6|v=4|crs=xnh-city,Ask Price,,Coimbatore,Tamil Nadu,PEELAMEDU,Coimbatore,,http://5.imimg.com/data5/NSDMERP/Default/2025/11/562725895/PZ/FM/EW/217974839/217974839-product-1764065707644-1000x1000.png,126,22211,314598387,2857999938988,,,,,,,2026-02-01T11:54:11.786854+00:00
Fully Automatic Washing Machine,Godrej Six Kg Fully Automatic Top Load Washing Machine,,Vaidyanath Associates,https://www.indiamart.com/vaidyanath-associates/?pos=10&kwd=fully%20automatic%20washing%20machine&tags=rk:TS|plc:1|dt:0|db:01||dtp:p||sv:VGP|rsf:gd||ri:VGP_TS_0_P|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21567|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:6|v=4|crs=xnh-city,Ask Price,,Coimbatore,Tamil Nadu,Pollachi,Coimbatore,2.0,https://4.imimg.com/data4/CH/MT/GLADMIN-13838755/quickquotes-images_tmb_rev-tmb_rev_godrej_6_kg_top_load_fully_automati-13838755-250x250.jpg,126,95327,87347371,13149430430,,,,,,,2026-02-01T11:54:11.786854+00:00
Fully Automatic Washing Machine,"Fully Automatic Front Load Washing Machine, White",https://www.indiamart.com/proddetail/fully-automatic-front-load-washing-machine-2853222656591.html?pos=11&kwd=fully%20automatic%20washing%20machine&tags=rk:TS||dt:97|db:02||dtp:p||sv:VGP|rsf:gd||ri:VGP_TS_100_NP|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21566|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:5|v=4|crs=xnh-city,Chungath Electonics,https://www.indiamart.com/chungath-electonics/?pos=11&kwd=fully%20automatic%20washing%20machine&tags=rk:TS||dt:97|db:02||dtp:p||sv:VGP|rsf:gd||ri:VGP_TS_100_NP|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21566|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:5|v=4|crs=xnh-city,Ask Price,,Thrissur,Kerala,,Thrissur,,http://5.imimg.com/data5/ANDROID/Default/2024/1/376212765/ZX/WZ/QZ/59543151/product-jpeg-1000x1000.jpg,126,6600,266825566,2853222656591,,,,,Fully Automatic Front Load,Automation Grade=Fully Automatic; Function Type=Fully Automatic Front Load; Loading Type=Front Loading; Color=White,2026-02-01T11:54:11.786854+00:00
Fully Automatic Washing Machine,Automatic Washing Machine,,Dubai Furniture,https://www.indiamart.com/dubai-furniture/?pos=12&kwd=fully%20automatic%20washing%20machine&tags=rk:C||dt:97|db:02||dtp:p||sv:VGP|rsf:gd||ri:VGP_C_100_NP|em:0-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21566|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:5|v=4|crs=xnh-city,Ask Price,,Thrissur,Kerala,,Thrissur,4.0,http://5.imimg.com/data5/JP/PP/EB/NSDMERP-101926111/automatic-washing-machine-1582721356002-500x500.jpg,126,22211,150179878,22107140030,,,,,,,2026-02-01T11:54:11.786854+00:00
Fully Automatic Washing Machine,Fully Automatic Top Load Voltas Washing Machine,,Avani Collections,https://www.indiamart.com/avani-collections-nadathara/?pos=13&kwd=fully%20automatic%20washing%20machine&tags=rk:highC||dt:94|db:02||dtp:p||sv:VGP|rsf:gd||ri:VGP_highC_100_NP|em:1-|-res:RC2|ktp:N0|stype:attr=1|mtp:S|wc:4|lcf:3|cq:coimbatore|qr_nm:gl-gd|cs:21566|com-cf:nl|ptrs:na|mc:22211|cat:126|qry_typ:P|lang:en|tyr:2|qrd:260131|mrd:260130|prdt:260201|msf:ls|pfen:1|gli:U0G0I0|gc:Coimbatore|ic:Coimbatore|scw:1|emt:5|v=4|crs=xnh-city,Ask Price,,Nadathara,Kerala,,Nadathara,,http://5.imimg.com/data5/ANDROID/Default/2023/8/338708817/XC/OJ/JL/100084154/product-jpeg-1000x1000.jpeg,126,221997,256254637,2852165563691,,,,,Fully Automatic Top Load,Function Type=Fully Automatic Top Load,2026-02-01T11:54:11.786854+00:00
